inferred_type,title,address,placeId,maps_url
ATM,Bankamatik Yapıkredi,"Kurtuluş, Ziya Paşa Cd. No:9, 26090 Odunpazarı/Eskişehir, Türkiye",ChIJQ2TLwAEWzBQR0JeLIlRLwfY,https://www.google.com/maps/search/?api=1&query=Bankamatik%20Yap%C4%B1kredi&query_place_id=ChIJQ2TLwAEWzBQR0JeLIlRLwfY
ATM,Haramidere Yapıkredi Atm,"Güzelyurt, 2112. Sk No:1, 34515 Esenyurt/İstanbul, Türkiye",ChIJkeKJ8XtftRQRzxMJz2fkO3w,https://www.google.com/maps/search/?api=1&query=Haramidere%20Yap%C4%B1kredi%20Atm&query_place_id=ChIJkeKJ8XtftRQRzxMJz2fkO3w
ATM,Karaköy Palas Yapı Kredi,"Müeyyetzade, Kadem Sk. No:33, 34425 Beyoğlu/İstanbul, Türkiye",ChIJV6J5YN25yhQRxlww0yKobfM,https://www.google.com/maps/search/?api=1&query=Karak%C3%B6y%20Palas%20Yap%C4%B1%20Kredi&query_place_id=ChIJV6J5YN25yhQRxlww0yKobfM
ATM,Taşkörü Yapıkredi Atm,"Karasait, Atatürk Cd. No:8, 37400 Taşköprü/Kastamonu, Türkiye",ChIJh_GExt6ohUARy5zDPsGGhtc,https://www.google.com/maps/search/?api=1&query=Ta%C5%9Fk%C3%B6r%C3%BC%20Yap%C4%B1kredi%20Atm&query_place_id=ChIJh_GExt6ohUARy5zDPsGGhtc
ATM,YAPI KREDI ATM,"Aşık Veysel, Esenkent-Bahçeşehir Yolu No:14, 34510 Esenyurt/İstanbul, Türkiye",ChIJPYw_6p1YtRQR756fJoPMfHY,https://www.google.com/maps/search/?api=1&query=YAPI%20KREDI%20ATM&query_place_id=ChIJPYw_6p1YtRQR756fJoPMfHY
ATM,YAPI KREDİ,"Cumhuriyet, 35485 Seferihisar/İzmir, Türkiye",ChIJfUpNaqT3uxQRVb3YR0E9bYM,https://www.google.com/maps/search/?api=1&query=YAPI%20KRED%C4%B0&query_place_id=ChIJfUpNaqT3uxQRVb3YR0E9bYM
ATM,YAPI KREDİ ATM,"Demetgül, 417. Sk. No:48, 06200 Yenimahalle/Ankara, Türkiye",ChIJGfEvJj9J0xQRp8TWUMfCmqU,https://www.google.com/maps/search/?api=1&query=YAPI%20KRED%C4%B0%20ATM&query_place_id=ChIJGfEvJj9J0xQRp8TWUMfCmqU
ATM,YAPI KREDİ ATM,"Zafer, Hürriyet Cd. No:178, 09800 Nazilli/Aydın, Türkiye",ChIJOXyJMse4uBQRo_UXqCbXV_A,https://www.google.com/maps/search/?api=1&query=YAPI%20KRED%C4%B0%20ATM&query_place_id=ChIJOXyJMse4uBQRo_UXqCbXV_A
ATM,YAPI KREDİ ATM,"Kiremitli, Atatürk Cd., 07800 Korkuteli/Antalya, Türkiye",ChIJPeUI2gT9wxQRaGr-wV5E0Wc,https://www.google.com/maps/search/?api=1&query=YAPI%20KRED%C4%B0%20ATM&query_place_id=ChIJPeUI2gT9wxQRaGr-wV5E0Wc
ATM,YAPI KREDİ BANKASI,"Karşıyaka, Sakarya Blv. No:300, 07210 Kepez/Antalya, Türkiye",ChIJOxX0uYiPwxQRtGe-sApbou8,https://www.google.com/maps/search/?api=1&query=YAPI%20KRED%C4%B0%20BANKASI&query_place_id=ChIJOxX0uYiPwxQRtGe-sApbou8
ATM,YAPIKREDİ ATM,"Emek, 26080 Odunpazarı/Eskişehir, Türkiye",ChIJ0_s8Vqo9zBQRLUokX_WLzgQ,https://www.google.com/maps/search/?api=1&query=YAPIKRED%C4%B0%20ATM&query_place_id=ChIJ0_s8Vqo9zBQRLUokX_WLzgQ
ATM,YAPIKREDİ BANKASI ATM,"Çarşı Önünde, Eryaman, 4. Etap, 06824 Etimesgut/Ankara, Türkiye",ChIJIanST1Ax0xQRzY9x0tE4R1g,https://www.google.com/maps/search/?api=1&query=YAPIKRED%C4%B0%20BANKASI%20ATM&query_place_id=ChIJIanST1Ax0xQRzY9x0tE4R1g
ATM,YKB ATM,"Gümüsçesme, 252. Sk. 1-13 B, 10040 Balıkesir Merkez/Balıkesir, Türkiye",ChIJf6k9MwUAtxQR6QEmcYX3QbI,https://www.google.com/maps/search/?api=1&query=YKB%20ATM&query_place_id=ChIJf6k9MwUAtxQR6QEmcYX3QbI
ATM,YKB Atm,"Efeler, Atatürk Blv. No:154, 09270 Didim/Aydın, Türkiye",ChIJw9FtvbyHvhQRik5--XneMNo,https://www.google.com/maps/search/?api=1&query=YKB%20Atm&query_place_id=ChIJw9FtvbyHvhQRik5--XneMNo
ATM,YKB Bankamatik,"Semerciler, Kudüs Cd. No:52, 54100 Adapazarı/Sakarya, Türkiye",ChIJMzNpNimzzBQRGKf19HnTYRE,https://www.google.com/maps/search/?api=1&query=YKB%20Bankamatik&query_place_id=ChIJMzNpNimzzBQRGKf19HnTYRE
ATM,YapIKredi,"Beşikkaya, Orhan Kemal Cd. No:319, 06360 Altındağ/Ankara, Türkiye",ChIJVRQAaABT0xQRJMK4PflDuJI,https://www.google.com/maps/search/?api=1&query=YapIKredi&query_place_id=ChIJVRQAaABT0xQRJMK4PflDuJI
ATM,Yapi Kredi,"Şeyh Şamil, Doç. Dr. Halil Ürün Cd., 42250 Selçuklu/Konya, Türkiye",ChIJMWR9_VmO0BQR7QWyeZLRQF8,https://www.google.com/maps/search/?api=1&query=Yapi%20Kredi&query_place_id=ChIJMWR9_VmO0BQR7QWyeZLRQF8
ATM,Yapi Kredi,"Yurt, Şair hasibehatun Cd No:25, 01170 Çukurova/Adana, Türkiye",ChIJBZh1ATCJKBURZ7SO6BgdFdI,https://www.google.com/maps/search/?api=1&query=Yapi%20Kredi&query_place_id=ChIJBZh1ATCJKBURZ7SO6BgdFdI
ATM,Yapi Kredi,"Saraylar, 500/1. Sk., 20010 Denizli Merkezefendi/Denizli, Türkiye",ChIJvakmH7E_xxQRhzXGGyR1t78,https://www.google.com/maps/search/?api=1&query=Yapi%20Kredi&query_place_id=ChIJvakmH7E_xxQRhzXGGyR1t78
ATM,Yapi Kredi,"Gökmedrese, 05100 Amasya Merkez/Amasya, Türkiye",ChIJ3aP8d1Fuh0ARqjQQr414MrE,https://www.google.com/maps/search/?api=1&query=Yapi%20Kredi&query_place_id=ChIJ3aP8d1Fuh0ARqjQQr414MrE
ATM,Yapi Kredi,"Gevhernesibe, 38010 Kocasinan/Kayseri, Türkiye",ChIJJ8323wMSKxURbOwXGEesZLA,https://www.google.com/maps/search/?api=1&query=Yapi%20Kredi&query_place_id=ChIJJ8323wMSKxURbOwXGEesZLA
ATM,Yapi Kredi,"Göksu, Altınova Cd., 07260 Kepez/Antalya, Türkiye",ChIJVZkc7aeFwxQREUUekLDO1zM,https://www.google.com/maps/search/?api=1&query=Yapi%20Kredi&query_place_id=ChIJVZkc7aeFwxQREUUekLDO1zM
ATM,Yapi Kredi,"Ragıp Bey, 45200 Akhisar/Manisa, Türkiye",ChIJt-BGaAPSuRQRxrHt5AP6xss,https://www.google.com/maps/search/?api=1&query=Yapi%20Kredi&query_place_id=ChIJt-BGaAPSuRQRxrHt5AP6xss
ATM,Yapi Kredi,"Küçükyalı, Bağdat Cad. No:123, 34840 Maltepe/İstanbul, Türkiye",ChIJkSvhx-_GyhQRf1XJj_o_1bs,https://www.google.com/maps/search/?api=1&query=Yapi%20Kredi&query_place_id=ChIJkSvhx-_GyhQRf1XJj_o_1bs
ATM,Yapi Kredi,"Atatürk, Mithat Vardar Cd., 22030 Edirne Merkez/Edirne, Türkiye",ChIJ2RDp7OkvsxQRPlYZIjK66gQ,https://www.google.com/maps/search/?api=1&query=Yapi%20Kredi&query_place_id=ChIJ2RDp7OkvsxQRPlYZIjK66gQ
ATM,Yapi Kredi ATM,"Osmanağa, 34714 Kadıköy/İstanbul, Türkiye",ChIJvUXEkZa5yhQRhvfi902iL_4,https://www.google.com/maps/search/?api=1&query=Yapi%20Kredi%20ATM&query_place_id=ChIJvUXEkZa5yhQRhvfi902iL_4
ATM,Yapi Kredi AtM,"Çırpan, 1. Durak Sk. No:1, 16050 Osmangazi̇/Bursa, Türkiye",ChIJ1YQlfwU-yhQR2CD7Kogg4OQ,https://www.google.com/maps/search/?api=1&query=Yapi%20Kredi%20AtM&query_place_id=ChIJ1YQlfwU-yhQR2CD7Kogg4OQ
ATM,Yapi Kredi Atm,"Yeni, Prof. Dr. Yaşar Uçar Cd. No:1, 07500 Serik/Antalya, Türkiye",ChIJ3SQC0pViwxQRsu1caquf_vY,https://www.google.com/maps/search/?api=1&query=Yapi%20Kredi%20Atm&query_place_id=ChIJ3SQC0pViwxQRsu1caquf_vY
ATM,Yapi Kredi Atm,"Uluçınar, İskenderun Arsuz Yolu No:32, 31285 Arsuz/İskenderun/Hatay, Türkiye",ChIJw2b1r_QJJhUR2C3gIRmsmto,https://www.google.com/maps/search/?api=1&query=Yapi%20Kredi%20Atm&query_place_id=ChIJw2b1r_QJJhUR2C3gIRmsmto
ATM,Yapi Kredi Atm,"Çarşı, Belediye Cd. No:11, 28500 Tirebolu/Giresun, Türkiye",ChIJdSuaO6GDY0ARIEJEeq0jAvY,https://www.google.com/maps/search/?api=1&query=Yapi%20Kredi%20Atm&query_place_id=ChIJdSuaO6GDY0ARIEJEeq0jAvY
ATM,Yapi Kredi Atm,"16 Eylül, 3011. Sk. No:1, 35930 Çeşme/İzmir, Türkiye",ChIJM7N5RDF6uxQRS1le7SqOb84,https://www.google.com/maps/search/?api=1&query=Yapi%20Kredi%20Atm&query_place_id=ChIJM7N5RDF6uxQRS1le7SqOb84
ATM,Yapi Kredi Atm,"Rüzgarlıbahçe, Yavuz Sultan Selim Cd., 34805 Beykoz/İstanbul, Türkiye",ChIJXydm4LTLyhQRZaPCqYdpL_w,https://www.google.com/maps/search/?api=1&query=Yapi%20Kredi%20Atm&query_place_id=ChIJXydm4LTLyhQRZaPCqYdpL_w
ATM,Yapi Kredi Atm,"Arapzade, Yalova Cd. No:83, 16800 Orhangazi̇/Bursa, Türkiye",ChIJp8VsqKf4yhQRCGjPbButNJc,https://www.google.com/maps/search/?api=1&query=Yapi%20Kredi%20Atm&query_place_id=ChIJp8VsqKf4yhQRCGjPbButNJc
ATM,Yapi Kredi Atm,"Güzelyurt, Yıldırım Beyazıt Cd., 34515 Esenyurt/İstanbul, Türkiye",ChIJDT0ri3tftRQRDfDTZ0CeYjM,https://www.google.com/maps/search/?api=1&query=Yapi%20Kredi%20Atm&query_place_id=ChIJDT0ri3tftRQRDfDTZ0CeYjM
ATM,Yapi Kredi Atm,"Beylerbeyi, Arabacılar Sk. 8 B, 34676 Üsküdar/İstanbul, Türkiye",ChIJ-yESPNa3yhQRLJUP_E6KWmM,https://www.google.com/maps/search/?api=1&query=Yapi%20Kredi%20Atm&query_place_id=ChIJ-yESPNa3yhQRLJUP_E6KWmM
ATM,Yapi Kredi Atm,"Arda, 45020 Şehzadeler/Manisa, Türkiye",ChIJCWixa2icuRQRxKdYF3NIP_k,https://www.google.com/maps/search/?api=1&query=Yapi%20Kredi%20Atm&query_place_id=ChIJCWixa2icuRQRxKdYF3NIP_k
ATM,Yapi Kredi Atm,"Zafer, Namık Kemal Cd., 16270 Osmangazi̇/Bursa, Türkiye",ChIJ04OuGm4-yhQROCOEmlkVfAY,https://www.google.com/maps/search/?api=1&query=Yapi%20Kredi%20Atm&query_place_id=ChIJ04OuGm4-yhQROCOEmlkVfAY
ATM,Yapi Kredi Atm,"Çiftehavuzlar, 2. Kanal Cd. No:102, 16200 Osmangazi̇/Bursa, Türkiye",ChIJR3lEpB8-yhQRRUDSA54OYIc,https://www.google.com/maps/search/?api=1&query=Yapi%20Kredi%20Atm&query_place_id=ChIJR3lEpB8-yhQRRUDSA54OYIc
ATM,Yapi Kredi Atm,"Hacı Abdi, 14780 Göynük/Bolu, Türkiye",ChIJ3wU0pcjdzBQRwcLocgToVmk,https://www.google.com/maps/search/?api=1&query=Yapi%20Kredi%20Atm&query_place_id=ChIJ3wU0pcjdzBQRwcLocgToVmk
ATM,Yapi Kredi Bankamatik,"Güçlükaya, Kızlarpınarı Cd. No:17, 06310 Keçiören/Ankara, Türkiye",ChIJT2gl3KJN0xQR_l3L1NQi-Pc,https://www.google.com/maps/search/?api=1&query=Yapi%20Kredi%20Bankamatik&query_place_id=ChIJT2gl3KJN0xQR_l3L1NQi-Pc
ATM,Yapi Kredi Bankasi ATM,"Hacıhasan, Kıran Sk. No:3, 45900 Demirci/Manisa, Türkiye",ChIJLTAUIWLitxQRzYlQKvc4_l4,https://www.google.com/maps/search/?api=1&query=Yapi%20Kredi%20Bankasi%20ATM&query_place_id=ChIJLTAUIWLitxQRzYlQKvc4_l4
ATM,Yapi Kredi Bankasi ATM,"Tuzla, Sadi Pekin Cd., 48300 Fethiye/Muğla, Türkiye",ChIJG_pQL-ZDwBQRBVvY_ZYm27Q,https://www.google.com/maps/search/?api=1&query=Yapi%20Kredi%20Bankasi%20ATM&query_place_id=ChIJG_pQL-ZDwBQRBVvY_ZYm27Q
ATM,Yapi Kredi Bankasi Atm Makinesi,"Hürriyet, Paşa Çayırı Cd. No:53, 34250 Gaziosmanpaşa/İstanbul, Türkiye",ChIJXbjPqGewyhQRuAl3ro4zhUc,https://www.google.com/maps/search/?api=1&query=Yapi%20Kredi%20Bankasi%20Atm%20Makinesi&query_place_id=ChIJXbjPqGewyhQRuAl3ro4zhUc
ATM,Yapi Kredi Bankası ATM,"hotel montebello delux dükkanları, Ölüdeniz, Belceğiz Cd. no, 48300 Fethiye/Muğla, Türkiye",ChIJ1b3lhvpBwBQRpiH7r2UZNVs,https://www.google.com/maps/search/?api=1&query=Yapi%20Kredi%20Bankas%C4%B1%20ATM&query_place_id=ChIJ1b3lhvpBwBQRpiH7r2UZNVs
ATM,Yapi Kredi Bankası Atm,"Sarıgüllük, Zübeyde Hanım Blv. No:2, 27060 Şehitkamil/Gaziantep, Türkiye",ChIJNR6loWrhMRURS1RBbwKH1ww,https://www.google.com/maps/search/?api=1&query=Yapi%20Kredi%20Bankas%C4%B1%20Atm&query_place_id=ChIJNR6loWrhMRURS1RBbwKH1ww
ATM,Yapi Kredi Yayinlari,"Yıldız, 441. Sk. 82 90, 35260 Konak/İzmir, Türkiye",ChIJN3id3eDYuxQRuYR7iULatBI,https://www.google.com/maps/search/?api=1&query=Yapi%20Kredi%20Yayinlari&query_place_id=ChIJN3id3eDYuxQRuYR7iULatBI
ATM,YapiKredi,"Yalı, 6523. Sk., 35550 Karşıyaka/İzmir, Türkiye",ChIJ8aEgh_jZuxQRN2C9EIzDHIk,https://www.google.com/maps/search/?api=1&query=YapiKredi&query_place_id=ChIJ8aEgh_jZuxQRN2C9EIzDHIk
ATM,YapiKredi,"50. Yıl, B Cad. No:34, 34265 Sultangazi/İstanbul, Türkiye",ChIJNTm5jS-wyhQR0Vp5ynmbRDk,https://www.google.com/maps/search/?api=1&query=YapiKredi&query_place_id=ChIJNTm5jS-wyhQR0Vp5ynmbRDk
ATM,YapiKredi,"Tahtakale, 34320 Avcılar/İstanbul, Türkiye",ChIJ3zaEJwenyhQRRZIdRlwQg9I,https://www.google.com/maps/search/?api=1&query=YapiKredi&query_place_id=ChIJ3zaEJwenyhQRRZIdRlwQg9I
ATM,YapiKredi ATM,"Tosmur, Ö. Koparan Cd. No:2, 07469 Alanya/Antalya, Türkiye",ChIJVe0HqLqZ3BQRnBBnulRy45E,https://www.google.com/maps/search/?api=1&query=YapiKredi%20ATM&query_place_id=ChIJVe0HqLqZ3BQRnBBnulRy45E
ATM,YapiKredi ATM,"Ulupınar, Çıralı Sk No:540 D:2, 07980 Kemer/Antalya, Türkiye",ChIJx4m9FgA3whQRE1PaX4qAcvs,https://www.google.com/maps/search/?api=1&query=YapiKredi%20ATM&query_place_id=ChIJx4m9FgA3whQRE1PaX4qAcvs
ATM,YapiKredi ATM,"Göynük, 07985 Kemer/Antalya, Türkiye",ChIJFZKV6l64wxQR3ZX7ZdH5TOU,https://www.google.com/maps/search/?api=1&query=YapiKredi%20ATM&query_place_id=ChIJFZKV6l64wxQR3ZX7ZdH5TOU
ATM,YapiKredi Bank ATM,"Bahçeşehir 2. Kısım, Şelale Cd., 34488 Başakşehir/İstanbul, Türkiye",ChIJrzYvdFunyhQRSZoK9XH9tp0,https://www.google.com/maps/search/?api=1&query=YapiKredi%20Bank%20ATM&query_place_id=ChIJrzYvdFunyhQRSZoK9XH9tp0
ATM,Yapikredi,"Balgat, Dr. Sadık Ahmet Cd. No:82, 06520 Çankaya/Ankara, Türkiye",ChIJRV-wmFFP0xQRcW-RGTsm84w,https://www.google.com/maps/search/?api=1&query=Yapikredi&query_place_id=ChIJRV-wmFFP0xQRcW-RGTsm84w
ATM,Yapikredi,"Erzurum, Cebeci Talatpaşa Bulvarı, Po Benzinlik, 06590 Çankaya/Ankara, Türkiye",ChIJxTk8t2pO0xQRgIu6VxBckf0,https://www.google.com/maps/search/?api=1&query=Yapikredi&query_place_id=ChIJxTk8t2pO0xQRgIu6VxBckf0
ATM,Yapikredi,"Yenişehir, Hintli Baba Cd. No:14, 21100 Yenişehir/Diyarbakır, Türkiye",ChIJFYzOSyUgdUAR84I_lGQCs8I,https://www.google.com/maps/search/?api=1&query=Yapikredi&query_place_id=ChIJFYzOSyUgdUAR84I_lGQCs8I
ATM,Yapikredi,"Zeybek, 2427. Sk., 35190 Konak/İzmir, Türkiye",ChIJh1SfqHhiuRQRjkHD60tWbGY,https://www.google.com/maps/search/?api=1&query=Yapikredi&query_place_id=ChIJh1SfqHhiuRQRjkHD60tWbGY
ATM,Yapikredi,"Ergene, Mustafa Kemal Cd. No:66, 35040 Bornova/İzmir, Türkiye",ChIJJ8YaNiV9uRQRDt54LInacs8,https://www.google.com/maps/search/?api=1&query=Yapikredi&query_place_id=ChIJJ8YaNiV9uRQRDt54LInacs8
ATM,Yapikredi,"Barbaros, Burak Reis Cd. No:114, 35090 Bornova/İzmir, Türkiye",ChIJi0Xhir1iuRQRhyYPxGrmKsk,https://www.google.com/maps/search/?api=1&query=Yapikredi&query_place_id=ChIJi0Xhir1iuRQRhyYPxGrmKsk
ATM,Yapikredi,"Merkez, Atatürk Cad., 48770 Dalaman/Muğla, Türkiye",ChIJ54BQgIxwwBQRlCBpxONs7qQ,https://www.google.com/maps/search/?api=1&query=Yapikredi&query_place_id=ChIJ54BQgIxwwBQRlCBpxONs7qQ
ATM,Yapikredi,"Paşa Alanı, Cumhuriyet Cd. 212 A, 10020 Balıkesir Merkez/Balıkesir, Türkiye",ChIJl18J2FhVthQRU9UEkTZX_BQ,https://www.google.com/maps/search/?api=1&query=Yapikredi&query_place_id=ChIJl18J2FhVthQRU9UEkTZX_BQ
ATM,Yapikredi,"Tozkoparan, Kuvayi Milliye Cd. No:248, 33080 Toroslar/Mersin, Türkiye",ChIJwx8IR5HzJxURn7-l4X3VC_4,https://www.google.com/maps/search/?api=1&query=Yapikredi&query_place_id=ChIJwx8IR5HzJxURn7-l4X3VC_4
ATM,Yapikredi,"Kemalpaşa, Değirmenlik Sk. No:49, 17000 Çanakkale Merkez/Çanakkale, Türkiye",ChIJozeM8sWpsRQRT5q1zBkV1IY,https://www.google.com/maps/search/?api=1&query=Yapikredi&query_place_id=ChIJozeM8sWpsRQRT5q1zBkV1IY
ATM,Yapikredi,"Bahçıvan, 65130 İpekyolu/Van, Türkiye",ChIJYYqhhWtwEkARVsTunjgb1XU,https://www.google.com/maps/search/?api=1&query=Yapikredi&query_place_id=ChIJYYqhhWtwEkARVsTunjgb1XU
ATM,Yapikredi,"Yenibosna Merkez, 29 Ekim Cd., 34197 Bahçelievler/İstanbul, Türkiye",ChIJjXVRx4ikyhQRQneP-s405tg,https://www.google.com/maps/search/?api=1&query=Yapikredi&query_place_id=ChIJjXVRx4ikyhQRQneP-s405tg
ATM,Yapikredi,"İslambey, İslambey Cad. No:4, 34050 Eyüpsultan/İstanbul, Türkiye",ChIJifZ-oZiwyhQRPtbQrvaM7cg,https://www.google.com/maps/search/?api=1&query=Yapikredi&query_place_id=ChIJifZ-oZiwyhQRPtbQrvaM7cg
ATM,Yapikredi,"Kartaltepe, Bilgehan Caddesi, İett Durak Yeni 29/A, 34040 Bayrampaşa/İstanbul, Türkiye",ChIJceYNZ3ywyhQRgsmZVRCrGR0,https://www.google.com/maps/search/?api=1&query=Yapikredi&query_place_id=ChIJceYNZ3ywyhQRgsmZVRCrGR0
ATM,Yapikredi,"Merkez, Bahariye Cd. No:151, 34040 Eyüpsultan/İstanbul, Türkiye",ChIJpXCsebewyhQRwbYujVW7_9w,https://www.google.com/maps/search/?api=1&query=Yapikredi&query_place_id=ChIJpXCsebewyhQRwbYujVW7_9w
ATM,Yapikredi,"Atatürk, 672. Sk. No:2, 45320 Salihli/Manisa, Türkiye",ChIJJaLKLPVauBQRTTv5mXt8VO0,https://www.google.com/maps/search/?api=1&query=Yapikredi&query_place_id=ChIJJaLKLPVauBQRTTv5mXt8VO0
ATM,Yapikredi,"Üçevler, 16000 Ni̇lüfer/Bursa, Türkiye",ChIJZRl9sEQRyhQRvn_Qg018RSY,https://www.google.com/maps/search/?api=1&query=Yapikredi&query_place_id=ChIJZRl9sEQRyhQRvn_Qg018RSY
ATM,Yapikredi,"Drama, Runguç Paşa Cd. No:65, 16700 Karacabey/Bursa, Türkiye",ChIJXRzfWTrhtRQRYB0GTr4C6a0,https://www.google.com/maps/search/?api=1&query=Yapikredi&query_place_id=ChIJXRzfWTrhtRQRYB0GTr4C6a0
ATM,Yapikredi,"Çeltikçi, Mimar Sinan Cd. No:8, 09200 Söke/Aydın, Türkiye",ChIJ7QeFEfe6vhQRsbQdTo1u540,https://www.google.com/maps/search/?api=1&query=Yapikredi&query_place_id=ChIJ7QeFEfe6vhQRsbQdTo1u540
ATM,Yapikredi,"Ayazağa, Mezarlık Sk. No:14, 34475 Sarıyer/İstanbul, Türkiye",ChIJ27xLzjS0yhQRn2Yw0FRa6LI,https://www.google.com/maps/search/?api=1&query=Yapikredi&query_place_id=ChIJ27xLzjS0yhQRn2Yw0FRa6LI
ATM,Yapikredi,"Şeyhli, Karaman Sk., 34906 Pendik/İstanbul, Türkiye",ChIJF8XdD1TayhQRpQiz13WTPUc,https://www.google.com/maps/search/?api=1&query=Yapikredi&query_place_id=ChIJF8XdD1TayhQRpQiz13WTPUc
ATM,Yapikredi,"Yeşilkent, 34325 Avcılar/İstanbul, Türkiye",ChIJ21eDLkinyhQR4mVvebhl4ME,https://www.google.com/maps/search/?api=1&query=Yapikredi&query_place_id=ChIJ21eDLkinyhQR4mVvebhl4ME
ATM,Yapikredi,"Pınar, Sivas Kongre Cd. No:58, 34517 Esenyurt/İstanbul, Türkiye",ChIJR_NpiFFftRQROiwXWMhu72M,https://www.google.com/maps/search/?api=1&query=Yapikredi&query_place_id=ChIJR_NpiFFftRQROiwXWMhu72M
ATM,Yapikredi ATM,"Merkez, Deniz Cd. No:2, 07990 Kemer/Antalya, Türkiye",ChIJCxgP7Mm3wxQRTVgjDPym7rM,https://www.google.com/maps/search/?api=1&query=Yapikredi%20ATM&query_place_id=ChIJCxgP7Mm3wxQRTVgjDPym7rM
ATM,Yapikredi ATM,"Çolaklı, 07600 Manavgat/Antalya, Türkiye",ChIJfVC5IsxfwxQRrLJ8QR-0jUU,https://www.google.com/maps/search/?api=1&query=Yapikredi%20ATM&query_place_id=ChIJfVC5IsxfwxQRrLJ8QR-0jUU
ATM,Yapikredi Atm,"Sahibiata, Atatürk Cd. No:8, 42040 Meram/Konya, Türkiye",ChIJf9-z-quF0BQRwtvKKuDfUw8,https://www.google.com/maps/search/?api=1&query=Yapikredi%20Atm&query_place_id=ChIJf9-z-quF0BQRwtvKKuDfUw8
ATM,Yapikredi Atm,"Soğanyemez, Menderes Blv. No:44, 10300 Edremit/Balıkesir, Türkiye",ChIJaUojeiXIsBQR_6Y7ZfCF-r8,https://www.google.com/maps/search/?api=1&query=Yapikredi%20Atm&query_place_id=ChIJaUojeiXIsBQR_6Y7ZfCF-r8
ATM,Yapikredi Atm,"Argıncık, Yavuz Sultan Selim Cd. No:128, 38110 Kocasinan/Kayseri, Türkiye",ChIJN2kjuK0TKxURT4Ka8euaUOg,https://www.google.com/maps/search/?api=1&query=Yapikredi%20Atm&query_place_id=ChIJN2kjuK0TKxURT4Ka8euaUOg
ATM,Yapikredi Atm,"Ferahimşalvuz, 33470 Tarsus/Mersin, Türkiye",ChIJBwMurODeJxURPy3vuGr9vFg,https://www.google.com/maps/search/?api=1&query=Yapikredi%20Atm&query_place_id=ChIJBwMurODeJxURPy3vuGr9vFg
ATM,Yapikredi Bank Atm,"Uğur Mumcu, Harb-İş 2 Sitesi 55-24, 06370 Yenimahalle/Ankara, Türkiye",ChIJEVNkdjJI0xQRIyyi58ux8bg,https://www.google.com/maps/search/?api=1&query=Yapikredi%20Bank%20Atm&query_place_id=ChIJEVNkdjJI0xQRIyyi58ux8bg
ATM,Yapikredi Bankamatik,"Yeşil, Atatürk Blv. Otopark No:101, 09800 Nazilli/Aydın, Türkiye",ChIJ_60nftq4uBQRiZYqmrE9Zhc,https://www.google.com/maps/search/?api=1&query=Yapikredi%20Bankamatik&query_place_id=ChIJ_60nftq4uBQRiZYqmrE9Zhc
ATM,Yapikredi Bankasi Atm,"Mesudiye Mahallesi, 33110 Akdeniz/Mersin, Türkiye",ChIJKcU77M6KJxURouoBOq0yJfk,https://www.google.com/maps/search/?api=1&query=Yapikredi%20Bankasi%20Atm&query_place_id=ChIJKcU77M6KJxURouoBOq0yJfk
ATM,Yapikredi Bankası atm,"Soğanlı, Çavuşpaşa Cd. No:99, 34183 Bahçelievler/İstanbul, Türkiye",ChIJmaSQN7ekyhQRhwPdnaVe7c4,https://www.google.com/maps/search/?api=1&query=Yapikredi%20Bankas%C4%B1%20atm&query_place_id=ChIJmaSQN7ekyhQRhwPdnaVe7c4
ATM,Yapikredi atm,"Siteler, 159. Cd. 5 A, 33040 Akdeniz/Mersin, Türkiye",ChIJOSyETgDzJxURJa_8TQ71n3U,https://www.google.com/maps/search/?api=1&query=Yapikredi%20atm&query_place_id=ChIJOSyETgDzJxURJa_8TQ71n3U
ATM,Yapikredi atm,"Fevzi Çakmak, Fatih Cd. No:40, 34194 Bahçelievler/İstanbul, Türkiye",ChIJDVDZ1Z2kyhQRDWVhgxJVvfI,https://www.google.com/maps/search/?api=1&query=Yapikredi%20atm&query_place_id=ChIJDVDZ1Z2kyhQRDWVhgxJVvfI
ATM,Yapikredi atm,"Üçtutlar, Murat Evler 4. Sk. No:2, 19030 Çorum Merkez/Çorum, Türkiye",ChIJd0ihh4Aqh0ARtPm2oVbCYWs,https://www.google.com/maps/search/?api=1&query=Yapikredi%20atm&query_place_id=ChIJd0ihh4Aqh0ARtPm2oVbCYWs
ATM,Yapı Kredi,"Güvenevler, Mareşal Fevzi Çakmak Blv. 5. Sokak, 03030 Afyonkarahisar Merkez/Afyonkarahisar, Türkiye",ChIJOSqzarcXzxQRkMPGIqe-E3g,https://www.google.com/maps/search/?api=1&query=Yap%C4%B1%20Kredi&query_place_id=ChIJOSqzarcXzxQRkMPGIqe-E3g
ATM,Yapı Kredi,"Çiğdem, 1551. Cd. No:3, 06530 Çankaya/Ankara, Türkiye",ChIJcYrZbwtG0xQRIMC1KdhfakY,https://www.google.com/maps/search/?api=1&query=Yap%C4%B1%20Kredi&query_place_id=ChIJcYrZbwtG0xQRIMC1KdhfakY
ATM,Yapı Kredi,"Liman Mh., Atatürk Blv. 38C, 07070 Konyaaltı/Antalya, Türkiye",ChIJmWmuzuOTwxQRbegQn5sabBg,https://www.google.com/maps/search/?api=1&query=Yap%C4%B1%20Kredi&query_place_id=ChIJmWmuzuOTwxQRbegQn5sabBg
